name,country,city,address,phone,website,rating,reviews_count,latitude,longitude,business_type,hours,type
Monster Customs Kft.,Hungary,Budapest,"Budapest, Nagykőrösi út 77, 1205, Hungary",+36 30 677 5367,http://www.monster-customs.hu/,4.6,35,47.4481767,19.1233779,Engine rebuilding service,Closed ⋅ Opens 1 PM Mon,Motorcycle Repair Shop
Karbi motorszerviz,Hungary,Budapest,"Budapest, Remény u. 36, 1144, Hungary",+36 20 273 9113,https://karbimotorszerviz.hu/,4.4,13,47.5110333,19.1513023,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Mirek Motors,Hungary,Budapest,"Budapest, Kondorfa u. 5, 1117, Hungary",+36 70 525 7521,http://mirekmotors.hu/,4.7,148,47.4541904,19.0422598,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Motorszervizbudapest,Hungary,Budapest,"Budapest, Damjanich János út 25, 1213, Hungary",+36 70 203 0596,http://motorszervizbudapest.hu/,4.9,30,47.4154432,19.0867607,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Park City Cycles,Hungary,Budapest,"Érd, Bádogos u. 30, 2030, Hungary",+36 20 209 4440,https://www.facebook.com/ParkCityCycles/,5.0,4,47.4135671,18.8730326,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Motor med motorszervíz,Hungary,Budapest,"Budapest, Schweidel József u. 1-3, 1047, Hungary",+36 70 330 2898,http://www.motor-med.hu/,5.0,45,47.57515,19.0913826,Motorcycle shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Motostyling Shop,Hungary,Budapest,"Budapest Árpád út 88 Lebstück Mária utcából lehet bemenni, 1041, Hungary",+36 1 618 5838,http://www.motostyling.hu/,4.8,80,47.5602914,19.092699,Motorcycle parts store,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Topor-Motor,Hungary,Budapest,"Budapest, Almáskert u. 11, 1037, Hungary",+36 30 506 0948,https://topor-motor.hu/,4.9,37,47.5745946,19.0192239,Motorcycle shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Fáncsi Motor szerviz,Hungary,Budapest,"Budapest, Szálfa u. 21, 1188, Hungary",+36 30 972 0320,https://www.fancsi-motor.hu/,3.4,114,47.4147721,19.1774217,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Motohunteam,Hungary,Budapest,"Budapest, Magyarország 210, 1106, Hungary",N/A,https://www.facebook.com/profile.php?id=61555683907097,3.0,2,47.4874611,19.2030342,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Karasna Motorszerviz,Hungary,Budapest,"Budapest, Váci út 40, 1132, Hungary",+36 20 399 8686,http://karasna.hu/,3.6,18,47.5166122,19.0595447,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Shox Motoros Áruház,Hungary,Budapest,"Budapest, Szentendrei út 89, 1033, Hungary",+36 1 430 1035,http://shox.hu/,4.8,1789,47.5561247,19.0470037,Motorcycle parts store,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Sandlander Motors,Hungary,Budapest,"Budapest, Vizsla u. 2-4, 1112, Hungary",+36 1 770 7660,https://ktmcentrum.hu/,4.5,255,47.4630398,19.0112085,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
"Biturbó új és használt Keeway, Benelli, Aprilia, Piaggio robogó és motor kereskedés Budapesten",Hungary,Budapest,"Budapest, Ady Endre út 94, 1215, Hungary",+36 1 278 0120,http://www.motor-sapiens.hu/,4.8,100,47.4350586,19.0788119,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Motorrad Service Kft.,Hungary,Budapest,"Budapest, Nagykőrösi út 48, 1196, Hungary",+36 30 990 0825,http://www.motorradszerviz.hu/,4.5,474,47.4479988,19.1249733,Motorcycle dealer,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Odor Motor - robogó alkatrész webáruház,Hungary,Budapest,"Budapest, Szentmihályi út 76, 1154, Hungary",+36 1 306 4766,https://robogoalkatresz.odormotor.hu/,4.8,291,47.5554663,19.1283886,Motorcycle parts store,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Jack's Motorcycles,Poland,Warsaw,"Komitetu Obrony Robotników 39, 02-148 Warszawa, Poland",+48 22 559 92 28,http://jacksmotogarage.com/,4.9,148,52.1807716,20.9738045,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
MotoTune - serwis i tuning motocykli,Poland,Warsaw,"Połczyńska 113, 01-303 Warszawa, Poland",+48 665 103 350,https://mototune.com.pl/,5.0,182,52.2161256,20.8866438,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Rockstar Motorcycles,Poland,Warsaw,"Raszyńska 7, 05-090 Rybie, Poland",+48 798 150 798,N/A,5.0,43,52.1479791,20.94189,Motorcycle repair shop,Closed ⋅ Opens 12 PM Mon,Motorcycle Repair Shop
86 Gear Motorcycles,Poland,Warsaw,"Tunelowa 2, 01-221 Warszawa, Poland",+48 600 624 114,https://www.86gear.com/,4.7,22,52.2223228,20.9698893,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Speedbike,Poland,Warsaw,"Połczyńska 113, 01-303 Warszawa, Poland",+48 601 174 787,N/A,4.9,143,52.216186,20.8865888,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
"MOTOFUJI Garage - Serwis i naprawa motocykli, quadów, skuterów",Poland,Warsaw,"Juliana Konstantego Ordona 2A, 01-237 Warszawa, Poland",+48 572 515 636,http://motofuji.pl/,4.8,44,52.2220122,20.953898,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
FAWORYT - SERWIS MOTOCYKLOWY,Poland,Warsaw,"Stroma 59, 01-100 Warszawa, Poland",+48 500 061 309,N/A,5.0,19,52.2338429,20.92506,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Greenworkshop,Poland,Warsaw,"Herbowa 23, 01-938 Warszawa, Poland",+48 503 559 779,http://greenworkshop.pl/,4.8,133,52.2973343,20.9021417,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Motocykle Wilanów - CheckMyBike.pl,Poland,Warsaw,"Grabalówki 1E, 02-996 Warszawa, Poland",+48 793 392 036,http://www.serwis-motocykli.com/,4.9,138,52.1502779,21.1314074,Motorcycle repair shop,Closed ⋅ Opens 12 PM Mon,Motorcycle Repair Shop
Youngblood motorcycles,Poland,Warsaw,"Tarnogórska 14, 03-679 Warszawa, Poland",+48 732 916 488,https://www.instagram.com/youngblood_motorcycles?igsh=ZnhzMmltNDg1a2gz&utm_source=qr,5.0,13,52.2796183,21.073641,Motorcycle repair shop,Closed ⋅ Opens 11:30 AM,Motorcycle Repair Shop
Motopower Warszawa - Piotr Radom,Poland,Warsaw,"Trakt Lubelski 316, 04-667 Warszawa, Poland",+48 508 338 519,N/A,4.8,130,52.2155747,21.1342338,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Red Bike,Poland,Warsaw,"Serwituty 25, 02-233 Warszawa, Poland",+48 512 535 110,N/A,4.9,70,52.1859225,20.928178,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
FixMotoPL Serwis i Naprawa Skuterów Motocykli w Warszawie PL RU UA,Poland,Warsaw,"Zabraniecka 82/budynok 306, 03-787 Warszawa, Poland",+48 797 882 224,https://fixmotopl.tilda.ws/,4.9,51,52.2622818,21.0688723,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
DEMIURGE CYCLES - serwis motocykli amerykańskich,Poland,Warsaw,"Szeligowska 8, 05-850 Szeligi, Poland",+48 514 807 479,N/A,5.0,15,52.2285281,20.8617444,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Baza Kopcia,Poland,Warsaw,"Jana Ostroroga 2, 07-300 Warszawa, Poland",N/A,N/A,5.0,3,52.243933,20.9685858,Motorcycle repair shop,Open 24 hours,Motorcycle Repair Shop
STUNTBIKEPERFORMANCE GARAGE,Poland,Warsaw,"Księcia Bolesława 7D/171, 01-494 Warszawa, Poland",+48 791 019 118,http://stuntbikeperformance.com/,2.0,1,52.2532969,20.935462,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Motoholicy,Poland,Warsaw,"Księdza Hugona Kołłątaja 10, 05-820 Piastów, Poland",+48 791 444 797,http://motoholicy.pl/,4.8,544,52.1907371,20.8495146,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Konieczny Seriws Motocyklowy,Poland,Warsaw,"Żyzna 11, 03-613 Warszawa, Poland",+48 666 600 550,http://www.motoexpertwarszawa24.pl/,4.4,162,52.2808891,21.0642771,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Serwis Motocyklowy Johnny,Poland,Warsaw,"Ludwika Mierosławskiego 26, 01-558 Warszawa, Poland",+48 515 552 462,N/A,5.0,9,52.2658331,20.9863292,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Karaluch Serwis,Poland,Warsaw,"Jutrzenki 121, 02-231 Warszawa, Poland",+48 509 135 162,N/A,5.0,3,52.1944532,20.9294084,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Pole position motocykle serwis,Poland,Warsaw,"Cyprysowa 20, 02-265 Warszawa, Poland",+48 503 577 700,N/A,4.9,119,52.1802373,20.9441671,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
NAPRAWA SKUTERÓW I MOTOCYKLI-Wulkanizacja- HOLOWANIE 24H,Poland,Warsaw,"Wawrzyńca Surowieckiego 2, 02-785 Warszawa, Poland",+48 735 187 795,http://laweta-pomoc-drogowa.pl/,3.9,38,52.1624588,21.0184022,Motorcycle repair shop,Open 24 hours,Motorcycle Repair Shop
Serwis motocyki i quadów,Poland,Warsaw,"Zwoleńska 32, 04-761 Warszawa, Poland",+48 503 587 608,N/A,4.6,55,52.1985627,21.1431647,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
4ride.pl - Sklep Motocyklowy Warszawa,Poland,Warsaw,"al. Prymasa Tysiąclecia 76C, 01-424 Warszawa, Poland",+48 792 014 440,https://www.4ride.pl/,4.6,1198,52.24085,20.9575142,Motorcycle shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Bike Motor Team,Poland,Warsaw,"Wysoka 18, 05-090 Raszyn, Poland",+48 603 134 506,http://www.bikemotorteam.pl/,4.9,19,52.1543621,20.9152915,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
"Moto Muppet - Serwis, naprawa, zimowanie motocykli i transport Warszawa",Poland,Warsaw,"teren klubu sportowego Spójnia, Wybrzeże Gdyńskie 2, 01-531 Warszawa, Poland",+48 796 358 586,http://motomuppet.pl/,4.5,106,52.2704515,20.9987796,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Quick serwis motocyklowy,Poland,Warsaw,"Barbary Ludwiżanki 5, 00-769 Warszawa, Poland",+48 797 206 660,https://www.facebook.com/profile.php?id=100089825486812,4.9,95,52.1969545,21.0435753,Motorcycle repair shop,Closed ⋅ Opens 11 AM Mon,Motorcycle Repair Shop
MARS MOTORS - Serwis Motocykli,Poland,Warsaw,"Marsa 52, 04-246 Warszawa, Poland",+48 576 388 997,N/A,5.0,9,52.2409677,21.1351818,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
"Dziad Borowy - serwis motocykli, wulkanizacja, modyfikacja kół na bezdętkowe",Poland,Warsaw,"Michała Spisaka 17, 02-495 Warszawa, Poland",+48 535 735 033,https://dziadborowy.pl/,4.6,83,52.1851007,20.8847972,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
I&P Ride,Poland,Warsaw,"Jana Ostroroga 10, 01-163 Warszawa, Poland",+48 571 999 592,http://ipride.waw.pl/,5.0,2,52.2444004,20.9685266,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Jet Bike Serwis,Poland,Warsaw,"Trakt Lubelski 237, 04-667 Warszawa, Poland",+48 609 111 372,https://www.jetbike.pl/,4.3,45,52.2067925,21.1332709,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
V-Max. Rolnik R.,Poland,Warsaw,"Światowa 11, 02-229 Warszawa, Poland",+48 22 846 61 28,N/A,4.9,29,52.1956392,20.9353839,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Nazar Serwis motocykli,Poland,Warsaw,"Syreny, 01-231 Warszawa, Poland",N/A,N/A,1.0,1,52.2347877,20.9629853,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Bikestar.pl - Shop Motorcycle Warsaw,Poland,Warsaw,"Ładna 23, 03-629 Warszawa, Poland",+48 500 667 699,https://www.bikestar.pl/,4.8,299,52.2882807,21.0730366,Motorcycle shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
MB1 Serwis Motocykli i Skuterów,Poland,Warsaw,"Wylotowa 3, 04-659 Warszawa, Poland",+48 501 832 680,https://mb1.pl/,4.8,52,52.2145623,21.1478754,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Modeka Spidi & store Warsaw,Poland,Warsaw,"al. Prymasa Tysiąclecia 76D, 01-424 Warszawa, Poland",+48 22 638 06 51,https://motopublica.pl/,4.9,176,52.241069,20.9576741,Motorcycle shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Serwis Motocykli i Skuterów,Poland,Warsaw,"Grabalówki 1e, 02-996 Warszawa, Poland",+48 503 648 964,N/A,4.6,75,52.1502779,21.1314074,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Moto Imperial Garage,Poland,Warsaw,"Erazma Ciołka 35/pawilon 52, 01-445 Warszawa, Poland",+48 535 389 550,N/A,4.9,38,52.2462516,20.9424518,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Naprawa Motocykli Wola i Centrum Warszawa,Poland,Warsaw,"Przyokopowa 5A, 01-208 Warszawa, Poland",+48 796 512 612,N/A,4.1,9,52.2256289,20.9770761,Motorcycle repair shop,Closed ⋅ Opens 8 AM,Motorcycle Repair Shop
"""3WHEELS"" Autoryzowany Dealer Motocykli URAL. Salon sprzedaży motocykli z Koszem. Sprzedaz wyjatkowych samochodów",Poland,Warsaw,"Wojciecha Żywnego 21A, 02-701 Warszawa, Poland",+48 608 656 565,N/A,2.5,21,52.1915309,21.0274691,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Quad Reaktywacja,Poland,Warsaw,"Henryka Sienkiewicza 14, 05-220 Zielonka, Poland",N/A,https://www.facebook.com/QuadReaktywacja,5.0,1,52.3082163,21.1567751,Motorcycle repair shop,N/A,Motorcycle Repair Shop
V360 / VESPA.WAW.PL,Poland,Warsaw,"Samolotowa 2, 03-984 Warszawa, Poland",+48 505 924 445,http://vespa.waw.pl/,4.8,93,52.2221965,21.0994819,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Wynajem skuterów,Poland,Warsaw,"Sokołowska 9/U2, 01-142 Warszawa, Poland",+48 793 055 676,N/A,5.0,7,52.2343076,20.9590178,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Serwis motocyklowy MSMOTOR,Poland,Warsaw,"Bakalarska 22, 02-212 Warszawa, Poland",+48 500 200 115,https://www.msmotor.pl/,4.7,172,52.193955,20.9572415,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
"Retro Racer, Przebudowa motocykli, Custom Garage",Poland,Warsaw,"Instalatorów 23, 02-237 Warszawa, Poland",N/A,N/A,4.5,2,52.1992948,20.9489396,Motorcycle repair shop,Closed ⋅ Opens 11 AM Mon,Motorcycle Repair Shop
BFG racing Poland,Poland,Warsaw,"Dolna 21B, 00-773 Warszawa, Poland",+48 732 550 702,http://www.bfgracing.pl/,4.7,39,52.2001913,21.0289163,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
MPwood SERWIS MOTOCYKLI I SKUTERÓW 50-125ccm,Poland,Warsaw,"Orzechowa 36, 05-090 Rybie, Poland",+48 577 600 677,N/A,5.0,12,52.1595007,20.9392655,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Motorsport Addicts,Poland,Warsaw,"Poznańska 55B/39, 05-850 Jawczyce, Poland",+48 797 130 348,https://motorsport-addicts.pl/,5.0,32,52.2151015,20.8572496,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Warszawski Serwis Motocyklowy Świat Motocykli,Poland,Warsaw,"Połczyńska 69, 01-336 Warszawa, Poland",+48 22 665 85 42,http://www.naprawamotocykla.pl/,4.8,126,52.2173803,20.9063902,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
P.J.P. Motocykle,Poland,Warsaw,"Warszawska 96, 05-082 Blizne Jasińskiego, Poland",+48 509 688 545,http://www.pjpmotocykle.com.pl/,4.4,88,52.2421786,20.8761925,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
MotoUna - Naprawa Motocykli&Skuterów,Poland,Warsaw,"Makowska, 04-323 Warszawa, Poland",+48 532 888 553,N/A,5.0,41,52.2530079,21.0919491,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
"ISM Serwis - Aprilia|BSA|Royal Enfield|Peugeot|MV Agusta|Moto Guzzi|Kymco.Sklep online, importer części OEM",Poland,Warsaw,"04-420, Roty 62, 04-420 Warszawa, Poland",+48 513 630 430,https://ismserwis.pl/,4.7,547,52.2654055,21.1609206,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
ARIMOT,Poland,Warsaw,"pawilon 5 (wejście od Brzeskiej, Ząbkowska 13, 03-736 Warszawa, Poland",+48 501 075 762,http://www.arimot.pl/,4.8,180,52.2537083,21.0402957,Motorcycle parts store,Closed ⋅ Opens 9:30 AM,Motorcycle Repair Shop
"Маша, Спердаляй на Украйна",Poland,Warsaw,"Grójecka, 02-019 Warszawa, Poland",N/A,N/A,N/A,0,52.2211936,20.9865213,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Kove Warszawa,Poland,Warsaw,"Łopuszańska 93, 02-457 Warszawa, Poland",+48 884 848 829,http://www.monsterbike.pl/kove/,5.0,14,52.1944354,20.9335259,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
MEGA SPORT Sławomir KRAWCZYK,Poland,Warsaw,"Garażowa 4, 02-651 Warszawa, Poland",+48 603 604 602,N/A,4.0,63,52.1880684,21.003978,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
KAWASAKI salon i serwis motocyklowy *** MOTORS Warszawa ***,Poland,Warsaw,"Elektronowa 2, 03-219 Warszawa, Poland",+48 730 608 208,https://www.motors.bike/,4.6,9,52.2940108,21.0026122,Motorcycle repair shop,Closed ⋅ Opens 11 AM Mon,Motorcycle Repair Shop
MOTO-MYSH / Serwis Vespa / Serwis Motocykli i Skuterów / IMMO-OFF/ ABS / diagnostyka kom/ /Zimowanie / Motorcycle service,Poland,Krakow,"Przegon 20, 30-209 Kraków, Poland",+48 600 877 810,N/A,4.9,159,50.0575349,19.904432,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Revolt Customs & Mechanic - serwis motocykli Kraków,Poland,Krakow,"Stanisława Kmity 11, 32-083 Szczyglice, Poland",+48 791 520 890,http://revoltcustoms.pl/,5.0,70,50.0936572,19.8042588,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Moto Serwis Kraków,Poland,Krakow,"Zakopiańska 301, 32-020 Kraków, Poland",+48 793 907 443,N/A,4.9,73,49.9831003,19.9118157,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
DG'S MOTO SERVICE Krakow - Motorcycle Service,Poland,Krakow,"Krochmalniki 8, 30-428 Kraków, Poland",+48 505 981 066,N/A,4.9,154,50.018127,19.9208779,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,Motorcycle Repair Shop
Mantra Motocykle,Poland,Krakow,"Albańska 38a, 30-662 Kraków, Poland",N/A,N/A,4.0,2,50.0179139,19.9681564,Motorcycle repair shop,N/A,Motorcycle Repair Shop
LS Moto - Autoryzowany serwis KTM Kraków,Poland,Krakow,"Księdza Stanisława Truszkowskiego 56, 31-352 Kraków, Poland",+48 733 421 333,https://www.facebook.com/profile.php?id=100057036446531,4.9,42,50.0940487,19.8745654,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Motozajezdnia,Poland,Krakow,"Prosta 40, 30-814 Kraków, Poland",+48 600 560 770,https://www.motozajezdnia.pl/,4.6,75,50.0209885,19.9881941,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
American Motors,Poland,Krakow,"Lucjana Rydla 6, 30-130 Kraków, Poland",+48 507 575 856,http://www.americanmotors.pl/,5.0,196,50.0756165,19.9003713,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Wiejacha Moto Service,Poland,Krakow,"Marcina Bielskiego 4A, 30-815 Kraków, Poland",+48 602 861 876,N/A,4.8,105,50.0235417,19.9946718,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Elmoto serwis motocyklowy,Poland,Krakow,"Prądnicka 36, 31-202 Kraków, Poland",+48 791 733 486,http://elmoto.club/,3.7,242,50.0816018,19.9363601,Motorcycle repair shop,Closed ⋅ Opens 12 PM,Motorcycle Repair Shop
Motolakier,Poland,Krakow,"Przemyska 2, 31-036 Kraków, Poland",+48 606 116 643,http://motolakier.pl/,4.7,68,50.0088638,20.025463,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
MOTOFIL warsztat motocyklowy,Poland,Krakow,"Zawiła 2, 30-423 Kraków, Poland",+48 509 971 796,http://www.motofil.pl/,5.0,28,50.0061198,19.9226627,Motorcycle repair shop,Closed ⋅ Opens 12:30 PM Mon,Motorcycle Repair Shop
Techmoto,Poland,Krakow,"Przewóz 34, 30-716 Kraków, Poland",+48 511 544 537,http://www.techmoto.pl/,4.7,238,50.0442366,19.9960647,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
KD MOTORSPORT SERWIS MOTOCYKLOWY,Poland,Krakow,"Kazimierza Siemaszki 1 1, 31-201 Kraków, Poland",+48 503 799 164,N/A,4.7,29,50.0791279,19.942105,Motorcycle repair shop,Closed ⋅ Opens 7 PM Mon,Motorcycle Repair Shop
"MotoDP Serwis: Samochodowy, Motocyklowy, diagnostyka,",Poland,Krakow,"Krakowska 306, 32-080 Zabierzów, Poland",+48 780 596 081,N/A,4.8,235,50.1088233,19.8248127,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Pilgrim Motorcycles,Poland,Krakow,"Kolejowa 4, 30-805 Kraków, Poland",+48 667 790 146,N/A,5.0,8,50.0282089,19.9845258,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
R-Moto. Serwis motocykli i samochodów. Rusinek P.,Poland,Krakow,"Winnicka 57, 30-394 Kraków, Poland",+48 509 705 075,N/A,4.8,93,50.0227211,19.8651283,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Mantra - motocykle,Poland,Krakow,"Albańska 38, 30-662 Kraków, Poland",+48 602 191 304,N/A,4.8,76,50.0176321,19.9683018,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
HMK Motocykle,Poland,Krakow,"Aleksandra Fredry 1, 30-605 Kraków, Poland",+48 500 636 066,http://www.hmk-motocykle.pl/,4.7,156,50.0270262,19.940641,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Motos Serwis Naprawa Motocykli Skuterów Quadów,Poland,Krakow,"Dworska 5, 32-087 Bibice, Poland",+48 731 949 321,https://motosrent.pl/,4.2,42,50.1289547,19.9481926,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Mobilny Serwis Motocyklowy ATV,Poland,Krakow,"Filtrowa, 30-212 Kraków, Poland",+48 531 912 535,https://m.olx.pl/900187535/?bs=olx_pro_listing,5.0,3,50.0776164,19.8751673,Motorcycle repair shop,N/A,Motorcycle Repair Shop
"""Jarecki"" PPHU Jarosław Soczyński",Poland,Krakow,"Zwycięstwa 23, 31-563 Kraków, Poland",+48 501 038 654,N/A,4.2,52,50.0624805,19.9764353,Motorcycle repair shop,Closed ⋅ Opens 8:15 AM Mon,Motorcycle Repair Shop
Julian Garage Mateusz Łaskawiec Serwis Motocykli BMW,Poland,Krakow,"Janińska 18A, 32-020 Wieliczka, Poland",+48 697 595 384,N/A,5.0,117,49.980327,20.0508178,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Warsztat Po Godzinach - serwis motocykli,Poland,Krakow,"Stanisława Kmity 11, 32-083 Szczyglice, Poland",+48 791 520 890,http://facebook.com/warsztatpogodzinach,4.8,61,50.0936572,19.8042588,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Moto Mio Outlet & Service,Poland,Krakow,"Zakopiańska 171a, 30-435 Kraków, Poland",+48 12 655 45 65,http://www.motomio.pl/,4.7,418,49.9976387,19.9195499,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
CRAZY Motocykle Japońskie,Poland,Krakow,"Ogłęczyzna 20/hala 22, 31-589 Kraków, Poland",+48 602 351 005,N/A,4.6,38,50.0584632,20.0268067,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
GNAP MotoTapicer - Punkt odbioru kanap,Poland,Krakow,"Kantorowicka 400, 31-763 Kraków, Poland",+48 791 095 282,http://mototapicer-gnap.pl/,5.0,11,50.1110322,20.0483862,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Stacja naprawy rowerów,Poland,Krakow,"30-395 Kraków, Poland",N/A,N/A,5.0,2,50.0163586,19.875715,Motorcycle repair shop,N/A,Motorcycle Repair Shop
MOTOFORTY Sp. o.o.,Poland,Krakow,"Stanisława Przybyszewskiego 17b, 30-150 Kraków, Poland",+48 790 848 848,http://www.motoforty.pl/,3.6,12,50.0739683,19.8962914,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Speed ∞ ​​freedom,Poland,Krakow,"Brzezie 182, 32-020 Brzezie, Poland",+48 731 751 843,N/A,5.0,1,50.1332993,19.8235867,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
MotoKrak Garage,Poland,Krakow,"Mikołaja Kopernika 25, 31-034 Kraków, Poland",N/A,N/A,N/A,0,50.0634249,19.9542911,Motorcycle repair shop,Closed ⋅ Opens 12 AM Sun,Motorcycle Repair Shop
